CHAMBER,,CHAMBER,,CHAMBER,LI-8100,LI-8100,CHAMBER,CHAMBER,LI-7810,LI-7810,LI-7810,LI-7810,LI-8100,LI-8100,LI-8100,LI-8100,LI-7810,LI-7810,LI-7810,LI-7810,LI-7810,LI-7810
24.998180,6926.900000,24.938110,20240603161917.000000,8.000000,400815.153000,33351.784000,0.288740,147.703940,-0.072200,0.479690,-0.072200,0.479690,-2030654.217300,0.012610,-2030654.217300,0.012610,2076.629680,1.418090,0.947200,3.085010,0.970660,23831.807000
177.038640,6926.900000,176.892000,20240603162219.000000,8.000000,-406066.079000,34749.262000,0.460000,19.941360,-0.058840,0.190510,-0.058840,0.190510,-1141702.533440,0.011800,-1983456.539420,0.014410,2072.626590,4.146120,0.970860,11.699910,0.992480,24406.890000
24.530910,6926.900000,24.510110,20240603162519.000000,8.000000,600184.193000,44869.918000,0.406000,32.794890,-0.347810,0.979320,-0.347810,0.979320,-12869070.905590,0.000060,-7088249.552700,0.000180,2072.107390,3.448880,0.995610,3.448880,0.995610,23777.191000
-75.385000,6926.900000,-75.136330,20240603162818.000000,8.000000,-162004.001000,-56582.296000,-0.483490,18.504070,-16.924230,0.989020,-16.924230,0.989020,301291.323320,0.016040,301291.323320,0.016040,2069.142310,282.826920,0.986750,282.826920,0.986750,23702.383000
-70.587730,6926.900000,-70.889890,20240603163121.000000,8.000000,1485.021000,29418.668000,0.481000,18.983870,-0.971230,0.971450,-0.971230,0.971450,-1449.388160,0.008720,-1432.581660,0.008520,2063.537860,15.077390,0.992480,21.686510,0.998570,23511.478000
28.906360,6926.900000,24.080000,20240603171331.000000,8.000000,-187674.313000,309392.589000,-0.537120,147.423300,-0.944350,0.917390,-0.944350,0.917390,-265794.867940,0.004030,-265794.867940,0.004030,2072.180940,16.142010,0.963070,47.595120,0.997730,23566.778000
23.732270,6926.900000,23.702780,20240603171619.000000,8.000000,36118.442000,36160.541000,0.220000,11.965790,-0.220620,0.481860,-5.379330,0.538870,-856966.053180,0.193070,-530579.620860,0.027610,2082.030380,6.661000,0.984600,10.854400,0.986490,24272.282000
24.147270,6926.900000,24.077330,20240603171920.000000,8.000000,486533.513000,65580.660000,0.288000,147.314200,-0.135120,0.791430,-0.135120,0.791430,1476816.647770,0.015200,2268525.450450,0.017570,2121.397340,1.617720,0.977860,2.070730,0.978890,23640.838000
170.447270,6926.900000,176.413440,20240603172220.000000,8.000000,110732.159000,19283.105000,0.458240,19.908130,-0.119900,0.741740,-0.119900,0.741740,-146893.880400,0.017030,-146893.880400,0.017030,2075.458670,2.581160,0.974870,7.060070,0.990530,24192.354000
23.848180,6926.900000,23.809330,20240603172522.000000,8.000000,987.915000,5215.324000,0.404000,33.118800,-0.045590,0.100900,-0.045590,0.100900,-154.348600,0.013060,-154.348600,0.013060,2089.252140,8.536690,0.996990,8.536690,0.996990,23912.814000
-74.980000,6926.900000,-75.058000,20240603172821.000000,8.000000,2013.575000,-26168.846000,-0.489260,18.483670,-16.442770,0.994030,-16.442770,0.994030,-143729.674680,0.277290,-89242.131270,0.035080,2109.173330,265.087750,0.992640,265.087750,0.992640,23614.179000
-70.980000,6926.900000,-71.075560,20240603173123.000000,8.000000,-44726.483000,26283.421000,0.480000,19.002140,-0.733620,0.937000,-0.733620,0.937000,-335431.463390,0.015520,-335431.463390,0.015520,2080.480050,18.136730,0.999080,19.830400,0.999300,23921.405000
27.511360,6926.900000,24.149120,20240603181331.000000,8.000000,51156.455000,462339.062000,-0.536230,147.106580,-0.805810,0.946100,-0.805810,0.946100,26503.294520,0.002100,26503.294520,0.002100,2082.155200,13.271050,0.967640,32.084170,0.997310,23647.892000
23.977730,6926.900000,23.901220,20240603181620.000000,8.000000,-290912.637000,59851.216000,0.219230,12.011780,-1.634590,0.957750,-5.127760,0.987280,1891417.263840,0.009350,1891417.263840,0.009350,2072.856250,13.529440,0.976470,35.877630,0.997760,24781.345000
24.343640,6926.900000,24.268890,20240603181919.000000,8.000000,570.384000,-35305.297000,0.288000,147.111170,-0.282030,0.839230,-0.282030,0.839230,2312.275650,0.078710,2609.403840,0.099960,2089.215510,3.646400,0.987140,4.873080,0.989120,23737.458000
176.905910,6926.900000,176.466330,20240603182219.000000,8.000000,-186.433000,-15310.681000,0.458740,19.886110,-0.013080,0.025080,-0.013150,0.025030,-6499.325250,0.114400,-6499.325250,0.114400,2091.853630,3.880730,0.991800,6.249250,0.997320,24510.116000
24.032270,6926.900000,23.992000,20240603182520.000000,8.000000,1067.380000,28070.489000,0.404000,32.976830,-0.776220,0.972060,-0.776220,0.972060,857.160000,0.000960,857.160000,0.000960,2095.895920,9.306390,0.996120,9.306390,0.996120,24559.711000
-73.099550,6926.900000,-74.947330,20240603182821.000000,8.000000,801.328000,44998.610000,-0.489000,18.471130,-15.231590,0.992130,-15.231590,0.992130,-887.381940,0.020450,-887.381940,0.020450,2091.559470,251.655960,0.991070,251.655960,0.991070,24290.054000
-70.980000,6926.900000,-70.980440,20240603183122.000000,8.000000,657.472000,86199.130000,0.479260,19.035000,-0.594390,0.926690,-0.594390,0.926690,16562.829020,0.001260,83.586080,0.000030,2076.766670,16.393380,0.999080,16.422250,0.999080,24270.187000
28.118640,6926.900000,23.705490,20240603191331.000000,8.000000,99297.538000,271136.521000,-0.536230,147.055680,-0.777040,0.967950,-1.397000,0.979300,-87418.532860,0.000180,-87418.532860,0.000180,2078.005370,12.211340,0.976200,24.478810,0.996400,23546.138000
23.442270,6926.900000,23.350220,20240603191618.000000,8.000000,23927.753000,84978.024000,0.219000,12.037140,-1.168570,0.975420,-2.838860,0.990650,76955.213730,0.007480,723966.900040,0.037900,2057.464160,8.965840,0.978530,23.881670,0.998740,24306.769000
23.730450,6926.900000,23.655670,20240603191917.000000,8.000000,-3801.556000,19121.908000,0.288000,147.111000,-0.196230,0.703180,-0.196230,0.703180,14260.786230,0.000020,14260.786230,0.000020,2070.318880,3.582740,0.988120,4.544560,0.990150,23569.494000
168.869550,6926.900000,176.029220,20240603192217.000000,8.000000,27.139000,-4948.633000,0.458000,19.854240,-0.024860,0.075410,-0.024860,0.075410,5336.992490,0.021640,5336.992490,0.021640,2061.630730,3.140620,0.950230,9.033110,0.989830,24175.471000
23.478640,6926.900000,23.427440,20240603192518.000000,8.000000,40919.397000,74305.663000,0.403000,33.175410,-1.192760,0.986220,-1.192760,0.986220,-2418366.289470,0.010810,-2418366.289470,0.010810,2091.679450,8.094600,0.995610,8.094600,0.995610,23981.822000
-75.835000,6926.900000,-75.311000,20240603192818.000000,8.000000,8805.110000,-75652.949000,-0.492260,18.482700,-15.184640,0.990580,-15.184640,0.990580,-53470.612410,0.009120,-53470.612410,0.009120,2076.358980,258.105770,0.988910,258.105770,0.988910,23849.058000
-71.121820,6926.900000,-71.107560,20240603193118.000000,8.000000,1166.258000,59553.075000,0.479000,19.052710,-0.879630,0.967660,-0.879630,0.967660,5393.096070,0.000320,5393.096070,0.000320,2081.116530,17.330850,0.995610,22.021120,0.997850,23765.397000
26.185910,6926.900000,22.856920,20240603201331.000000,8.000000,171850.345000,56021.109000,-0.536000,146.866220,-0.605870,0.975130,-0.605870,0.975130,-209452.091210,0.005270,-209452.091210,0.005270,2142.848320,10.560810,0.981350,23.529380,0.997030,23362.952000
22.591820,6926.900000,22.527890,20240603201620.000000,8.000000,336195.431000,-4314.556000,0.218000,12.042160,-0.701150,0.981280,-0.701150,0.981280,2721915.338460,0.003350,2721915.338460,0.003350,2108.304490,4.098480,0.985110,4.098480,0.985110,23993.669000
22.821360,6926.900000,22.753110,20240603201919.000000,8.000000,549.269000,48102.886000,0.288000,146.845400,-0.318480,0.853540,-0.318480,0.853540,-3041.142500,0.016060,-3041.142500,0.016060,2102.336710,3.508720,0.986620,4.803530,0.990410,23357.339000
169.223180,6926.900000,175.704890,20240603202220.000000,8.000000,1007.788000,49597.291000,0.457240,19.797230,0.019490,0.050540,0.090140,0.036680,6.144030,0.001140,6.144030,0.001140,2095.931370,3.240940,0.961000,11.741090,0.994120,23891.320000
22.580000,6926.900000,22.540330,20240603202519.000000,8.000000,4973.087000,-31279.981000,0.401760,33.135170,-0.783550,0.973430,-0.783550,0.973430,-17810.050380,0.002550,-20754.099340,0.002750,2092.964430,8.524090,0.995980,8.524090,0.995980,23891.806000
-75.365450,6926.900000,-75.740670,20240603202818.000000,8.000000,6376.701000,20894.500000,-0.499260,18.435620,-13.606030,0.988890,-13.606030,0.988890,-56774.223900,0.045160,-89419.185230,0.054320,2089.816750,228.987070,0.987370,228.987070,0.987370,23401.641000
-71.722270,6926.900000,-71.524670,20240603203121.000000,8.000000,-157481.536000,-17127.288000,0.479000,19.045830,-0.685100,0.930200,-0.685100,0.930200,-925399.944970,0.011780,-838141.293710,0.014030,2091.721320,19.398860,0.996890,22.814840,0.998020,23601.230000
26.174550,6926.900000,21.788680,20240603211331.000000,8.000000,821.893000,121067.334000,-0.536120,146.563650,-0.459150,0.943610,-0.459150,0.943610,-479.448350,0.001210,-479.448350,0.001210,2111.477370,11.704270,0.969760,26.111470,0.996730,22986.676000
21.530000,6926.900000,21.498560,20240603211619.000000,8.000000,266570.729000,55028.778000,0.217230,12.049980,0.164800,0.408680,0.164800,0.408680,151678.062070,0.002410,6423306.041500,0.053020,2108.739160,3.390970,0.969110,8.534170,0.984300,23244.384000
21.620000,6926.900000,21.588330,20240603211917.000000,8.000000,293121.702000,74277.661000,0.287000,146.405670,1.047610,0.952280,1.047610,0.952280,937587.362660,0.010930,937490.202460,0.011020,2166.930310,1.333230,0.950650,3.595190,0.984030,22981.061000
164.517270,6926.900000,175.234000,20240603212218.000000,8.000000,15945.335000,60388.351000,0.457000,19.710490,-0.344990,0.940160,-0.344990,0.940160,-88048.719150,0.017760,-88048.719150,0.017760,2246.622410,2.822250,0.983160,6.056780,0.994830,23050.261000
21.337270,6926.900000,21.321890,20240603212518.000000,8.000000,1089956.487000,140979.550000,0.400000,32.603610,0.077560,0.973630,0.077560,0.973630,10627461.134170,0.002590,10627461.134170,0.002590,2213.908260,-0.712990,0.995480,-0.712990,0.995480,22936.029000
-75.835000,6926.900000,-75.842670,20240603212817.000000,8.000000,879.250000,57000.427000,-0.507740,18.343970,-12.804410,0.987170,-12.804410,0.987170,-653.374210,0.003790,-653.374210,0.003790,2191.877130,193.268600,0.985860,193.268600,0.985860,22513.710000
-71.367270,6926.900000,-71.509890,20240603213118.000000,8.000000,1255.827000,962.314000,0.478000,19.011190,-0.824160,0.960030,-0.824160,0.960030,6745.508640,0.029520,6745.508640,0.029520,2135.247260,15.060020,0.994810,17.410170,0.995540,22684.014000
26.174550,6926.900000,20.988680,20240603221331.000000,8.000000,670.810000,126205.621000,-0.536000,146.045300,-0.778970,0.982490,-0.778970,0.982490,466.380570,0.001930,1130.050440,0.003410,2139.707730,12.613370,0.991400,17.860900,0.998110,22579.290000
20.732270,6926.900000,20.720440,20240603221618.000000,8.000000,-280848.030000,240377.659000,0.217000,12.016100,-1.019430,0.976240,-1.019430,0.976240,549529.299420,0.000440,549529.299420,0.000440,2157.290080,4.490010,0.969810,14.224490,0.991860,22518.572000
20.819550,6926.900000,20.786000,20240603221917.000000,8.000000,781306.188000,151134.129000,0.287000,146.071200,-0.030110,0.585190,-0.030110,0.585190,-3843630.600640,0.003690,-3843630.600640,0.003690,2142.362450,0.672640,0.992190,0.774920,0.993170,22555.449000
162.672730,6926.900000,174.607670,20240603222217.000000,8.000000,114890.290000,193825.049000,0.457000,19.597390,0.117820,0.632220,0.118860,0.630170,-2418576.230270,0.013980,-396559.564680,0.008300,2155.068350,2.379550,0.966720,5.281600,0.989230,22409.997000
20.675000,6926.900000,20.639780,20240603222517.000000,8.000000,-388705.676000,108598.903000,0.397760,33.180800,-0.791000,0.916710,-1.800700,0.926560,-21844.715300,0.000160,-842757.938600,0.003920,2176.409100,10.550660,0.991470,10.550660,0.991470,22257.650000
-75.970000,6926.900000,-75.937890,20240603222816.000000,8.000000,234149.997000,72022.494000,-0.511260,18.222600,-10.765580,0.990820,-10.765580,0.990820,-645145.205050,0.005210,-881622.090660,0.007920,2209.037680,169.299380,0.986990,169.299380,0.986990,21920.286000
-71.250910,6926.900000,-71.691780,20240603223116.000000,8.000000,5000.946000,69943.148000,0.478000,18.949270,-0.845800,0.964660,-0.845800,0.964660,-8588.796040,0.000900,-8588.796040,0.000900,2104.479740,17.948590,0.993180,17.948590,0.993180,22105.922000
24.325000,6926.900000,20.501100,20240603231331.000000,8.000000,-96867.535000,259271.335000,-0.535880,145.499000,-0.708920,0.904330,-0.626430,0.739770,-919531.887970,0.017230,-1549137.518330,0.020660,2161.078460,12.380010,0.962990,28.689630,0.995780,22296.575000
20.320450,6926.900000,20.317440,20240603231619.000000,8.000000,831.601000,275543.386000,0.217000,11.983760,-0.857690,0.978820,-1.486750,0.984160,15.215080,0.000010,15.215080,0.000010,2166.685400,4.615240,0.980580,10.089270,0.991580,22175.622000
20.352270,6926.900000,20.349780,20240603231919.000000,8.000000,360514.193000,284933.531000,0.286000,145.592170,-0.281990,0.950160,-0.281990,0.950160,-5808371.763780,0.013160,-5808371.763780,0.013160,2173.010410,2.058030,0.993360,2.519000,0.994800,22281.375000
158.780450,6926.900000,174.070890,20240603232221.000000,8.000000,59531.177000,653671.639000,0.457000,19.478020,-0.070430,0.495130,-0.070430,0.495130,-79709.698090,0.001040,-79709.698090,0.001040,2155.104080,3.009350,0.974270,7.756790,0.993250,22095.084000
20.243640,6926.900000,20.218890,20240603232521.000000,8.000000,1950964.578000,509737.589000,0.396760,33.881570,0.644020,0.970890,0.644020,0.970890,15294799.719980,0.000730,943700.284510,0.000050,2156.941740,-7.726020,0.986360,-7.726020,0.986360,21962.342000
-74.313640,6926.900000,-75.930670,20240603232820.000000,8.000000,1388188.856000,322279.051000,-0.513000,18.118900,4.574850,0.988280,4.574850,0.988280,32356657.984240,0.012490,32356657.984240,0.012490,2189.442790,-74.386670,0.985710,-74.386670,0.985710,21595.186000
-71.824550,6926.900000,-71.741670,20240603233120.000000,8.000000,-8379.077000,527415.061000,0.478000,18.875630,-1.044150,0.975840,-1.044150,0.975840,79747.541150,0.039000,78049.689990,0.039190,2164.105280,17.473490,0.997100,18.168310,0.997150,21898.590000
24.927730,6926.900000,20.305930,20240604000616.000000,8.000000,618042.889000,219205.243000,-0.536600,144.841790,-0.338900,0.968550,-0.338900,0.968550,-2867689.824580,0.002410,-2867689.824580,0.002410,2203.429110,4.501720,0.983190,7.703660,0.997690,22060.328000
20.100000,6926.900000,20.097330,20240604000904.000000,8.000000,-185100.568000,612924.653000,0.216230,11.933640,-1.199600,0.972430,-1.199600,0.972430,-23385.916790,0.002660,-223225.807000,0.014700,2199.077790,6.785560,0.966290,6.785560,0.966290,22012.527000
20.169090,6926.900000,20.157220,20240604001203.000000,8.000000,1284362.750000,442991.705000,0.286000,145.161970,0.103600,0.915520,0.161460,0.781060,12088955.038030,0.054420,12088955.038030,0.054420,2177.811310,-0.998140,0.992990,-1.425730,0.996990,22130.863000
165.858180,6926.900000,174.004220,20240604001504.000000,8.000000,106172.281000,279927.476000,0.457000,19.382660,-0.068070,0.521360,-0.068070,0.445610,-38069.082110,0.000450,-38069.082110,0.000450,2175.350190,2.506850,0.971620,6.279140,0.988580,21964.202000
20.018640,6926.900000,19.997440,20240604001806.000000,8.000000,1073981.175000,807625.419000,0.395760,32.926610,0.063650,0.975730,0.063650,0.975730,-1442283.396010,0.001820,-1132545.337470,0.001740,2182.758700,-0.544700,0.991350,-0.544700,0.991350,21801.753000
-75.970000,6926.900000,-75.983330,20240604002105.000000,8.000000,295116.053000,578830.183000,-0.513260,18.040070,-8.091210,0.986680,-8.091210,0.986680,-1093400.176980,0.001960,-1093400.176980,0.001960,2177.613900,131.425700,0.984250,131.425700,0.984250,21444.094000
-71.690000,6926.900000,-71.706780,20240604002405.000000,8.000000,879293.214000,392482.229000,0.477000,18.824460,-0.083470,0.948180,-0.083470,0.948180,1668133.126470,0.002000,1668133.126470,0.002000,2194.879250,1.854720,0.998430,2.143380,0.999030,21739.253000
23.497730,6926.900000,20.116370,20240604002708.000000,8.000000,110772.251000,486990.098000,-0.493690,145.387900,-0.804950,0.964270,-0.804950,0.964270,-233290.881180,0.000330,-233290.881180,0.000330,2189.863240,11.363820,0.972400,22.081360,0.997290,22186.050000
19.950000,6926.900000,19.959220,20240604002955.000000,8.000000,1074066.999000,433413.538000,0.216770,11.918730,0.064640,0.968000,0.136160,0.978020,-2872636.245790,0.007240,-2872636.245790,0.007240,2188.640590,-0.477580,0.987800,-0.822300,0.993640,21982.325000
20.022730,6926.900000,20.003000,20240604003254.000000,8.000000,-125994.853000,719073.248000,0.286000,145.528540,-0.533900,0.952520,-0.533900,0.952520,-92560.679960,0.001130,-92560.679960,0.001130,2195.234220,3.513480,0.992640,3.805430,0.992770,22115.742000
159.171820,6926.900000,173.943670,20240604003556.000000,8.000000,255901.645000,316785.738000,0.457000,19.348560,-0.016210,0.088670,-0.016210,0.088670,-93649.263620,0.000050,-93649.263620,0.000050,2178.539780,2.510630,0.987300,4.676490,0.994360,21951.025000
19.930450,6926.900000,19.903560,20240604003855.000000,8.000000,1177008.354000,594368.442000,0.395000,33.151240,0.168120,0.983320,0.168120,0.983320,2198548.180380,0.059350,2198548.180380,0.059350,2186.082300,-1.440580,0.994720,-1.440580,0.994720,21793.422000
-75.098180,6926.900000,-75.974890,20240604004155.000000,8.000000,678911.145000,661859.815000,-0.514260,17.948980,-3.768530,0.984620,-3.768530,0.984620,9352923.101420,0.003800,9352923.101420,0.003800,2179.457090,60.968960,0.983360,60.968960,0.983360,21464.921000
-72.093640,6926.900000,-71.822560,20240604004455.000000,8.000000,781129.958000,578344.071000,0.477000,18.799760,-0.190730,0.965970,-0.190730,0.965970,824933.251920,0.000590,824933.251920,0.000590,2237.204300,3.494070,0.985820,5.324580,0.992290,21731.263000
24.047730,6926.900000,19.884950,20240604012707.000000,8.000000,401510.949000,187794.608000,-0.535350,144.996840,-0.393210,0.929650,-0.393210,0.929650,64411.531690,0.000030,64411.531690,0.000030,2162.631290,6.900480,0.963240,15.775940,0.995160,21930.432000
19.688640,6926.900000,19.703110,20240604012957.000000,8.000000,-504552.551000,731435.953000,0.216000,11.874980,-1.149200,0.978480,-1.149200,0.978480,-388662.187240,0.001180,-388662.187240,0.001180,2169.330520,7.429490,0.990930,10.008900,0.992210,21711.205000
19.742270,6926.900000,19.731000,20240604013256.000000,8.000000,131320.149000,299169.395000,0.286000,144.907300,-0.147480,0.851530,-0.149420,0.850760,-4218326.698750,0.001540,-4218326.698750,0.001540,2166.579880,2.815370,0.994840,3.345140,0.996050,21899.185000
166.969550,6926.900000,173.832330,20240604013556.000000,8.000000,565672.412000,405990.369000,0.457000,19.252320,-0.000710,0.000510,-0.000710,0.000510,19123247.847030,0.018570,19013055.694050,0.018600,2175.188930,1.278110,0.985630,2.486870,0.994410,21662.360000
19.573180,6926.900000,19.567560,20240604013856.000000,8.000000,820779.019000,527764.882000,0.395000,33.301170,-0.118880,0.971520,-0.118880,0.971520,2752790.342910,0.112610,2752790.342910,0.112610,2174.970160,1.286050,0.993740,1.286050,0.993740,21490.473000
-75.854090,6926.900000,-76.271440,20240604014156.000000,8.000000,667381.115000,896346.489000,-0.515000,17.921530,-3.814650,0.989190,-3.814650,0.989190,-3315567.357120,0.038520,-3286695.112960,0.038620,2192.254560,61.040210,0.987200,61.040210,0.987200,21176.645000
-71.394090,6926.900000,-71.873890,20240604014456.000000,8.000000,1625592.503000,765687.008000,0.477000,18.743330,0.612620,0.972680,0.612620,0.972680,-5315649.062600,0.001840,-5243219.854350,0.001850,2212.196620,-9.980560,0.998670,-11.523910,0.999450,21455.697000
24.404090,6926.900000,19.579450,20240604022706.000000,8.000000,1452889.794000,755984.823000,-0.535350,144.654200,0.405480,0.984800,0.405480,0.984800,-511982.763630,0.004320,-511982.763630,0.004320,2248.047010,-5.110860,0.983990,-7.127900,0.992560,21708.548000
19.335450,6926.900000,19.364780,20240604022953.000000,8.000000,2250556.456000,867526.682000,0.216000,11.830630,0.920600,0.954770,2.377180,0.973980,-7094331.385790,0.013550,-7048382.771920,0.013660,2220.530680,-4.610330,0.913080,-20.148370,0.988450,21355.471000
19.356360,6926.900000,19.360110,20240604023254.000000,8.000000,612792.812000,668489.300000,0.286000,144.883760,0.033550,0.405070,0.033550,0.405070,429980.070520,0.006240,429980.070520,0.006240,2214.310620,1.298660,0.993640,1.597250,0.995270,21651.203000
153.847270,6926.900000,173.011670,20240604023554.000000,8.000000,1558112.394000,789481.949000,0.457000,19.157810,0.097200,0.841000,0.098560,0.842160,1993239.990990,0.011900,1990371.502260,0.011900,2240.366690,-1.601700,0.976730,-3.586230,0.991240,21347.403000
